Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\gatescorallab\Desktop\mariah\TaqMan_Std.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
F2,44,C,UNKNOWN,VIC,NFQ-MGB,32.36216354,32.43805695,0.107332177,,,,FALSE,0.01,FALSE,6,20,,N,N
F2,44,D,UNKNOWN,FAM,NFQ-MGB,33.71353149,33.81659698,0.14575392,,,,FALSE,0.01,FALSE,6,20,,N,N
F3,38,C,UNKNOWN,VIC,NFQ-MGB,33.67136383,33.09804535,0.810792089,,,,FALSE,0.01,FALSE,6,20,,Y,N
F3,38,D,UNKNOWN,FAM,NFQ-MGB,27.94040108,27.81450272,0.178047165,,,,FALSE,0.01,FALSE,6,20,,Y,N
F4,38,C,UNKNOWN,VIC,NFQ-MGB,32.52473068,33.09804535,0.810792089,,,,FALSE,0.01,FALSE,6,20,,Y,N
F4,38,D,UNKNOWN,FAM,NFQ-MGB,27.68860435,27.81450272,0.178047165,,,,FALSE,0.01,FALSE,6,20,,Y,N
F5,3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F5,3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F6,3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F6,3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F7,41,C,UNKNOWN,VIC,NFQ-MGB,24.56736565,24.34752274,0.310906172,,,,FALSE,0.01,FALSE,6,20,,N,N
F7,41,D,UNKNOWN,FAM,NFQ-MGB,29.17537498,28.98646164,0.267163813,,,,FALSE,0.01,FALSE,6,20,,N,N
F8,41,C,UNKNOWN,VIC,NFQ-MGB,24.12767792,24.34752274,0.310906172,,,,FALSE,0.01,FALSE,6,20,,N,N
F8,41,D,UNKNOWN,FAM,NFQ-MGB,28.79754829,28.98646164,0.267163813,,,,FALSE,0.01,FALSE,6,20,,N,N
F9,75,C,UNKNOWN,VIC,NFQ-MGB,32.10393524,31.74089432,0.513417423,,,,FALSE,0.01,FALSE,6,20,,Y,N
F9,75,D,UNKNOWN,FAM,NFQ-MGB,27.66681862,27.44543076,0.313091069,,,,FALSE,0.01,FALSE,6,20,,Y,N
F10,75,C,UNKNOWN,VIC,NFQ-MGB,31.37785339,31.74089432,0.513417423,,,,FALSE,0.01,FALSE,6,20,,Y,N
F10,75,D,UNKNOWN,FAM,NFQ-MGB,27.22404099,27.44543076,0.313091069,,,,FALSE,0.01,FALSE,6,20,,Y,N
F11,24,C,UNKNOWN,VIC,NFQ-MGB,26.30083084,26.22771072,0.103408813,,,,FALSE,0.01,FALSE,6,20,,N,N
F11,24,D,UNKNOWN,FAM,NFQ-MGB,24.27249336,24.21748734,0.077790268,,,,FALSE,0.01,FALSE,6,20,,N,N
F12,24,C,UNKNOWN,VIC,NFQ-MGB,26.1545887,26.22771072,0.103408813,,,,FALSE,0.01,FALSE,6,20,,N,N
F12,24,D,UNKNOWN,FAM,NFQ-MGB,24.16248131,24.21748734,0.077790268,,,,FALSE,0.01,FALSE,6,20,,N,N
