frag.id,mass.g,temp.c,date,days,time.point,notes
29,2.1,24.052,Nov-29-2017,31,T1,
108,0.669,24.068,Nov-29-2017,31,T1,
259,2.91,24.065,Nov-29-2017,30,T1,
265,0.766,24.067,Nov-29-2017,30,T1,
137,1.139,24.048,Nov-29-2017,31,T1,50% dead 50% pale
34,1.2,24.033,Nov-29-2017,31,T1,
213,1.161,24,Nov-29-2017,31,T1,
151,0.995,24.015,Nov-29-2017,30,T1,
52,2.696,24.003,Nov-29-2017,31,T1,
205,2.817,24.003,Nov-29-2017,31,T1,
53,1.643,23.972,Nov-29-2017,31,T1,
269,1.821,23.932,Nov-29-2017,30,T1,
78,2.654,23.932,Nov-29-2017,31,T1,
206,2.022,23.872,Nov-29-2017,31,T1,
31,2.826,23.849,Nov-29-2017,31,T1,
274,4.006,23.833,Nov-29-2017,30,T1,
156,3.153,23.789,Nov-29-2017,30,T1,
102,1.884,23.785,Nov-29-2017,31,T1,
202,1.701,23.762,Nov-29-2017,31,T1,
134,1.748,23.744,Nov-29-2017,31,T1,
256,1.582,23.752,Nov-29-2017,30,T1,
191,2.686,23.743,Nov-29-2017,30,T1,
220,2.393,23.722,Nov-29-2017,31,T1,
153,1.904,23.726,Nov-29-2017,31,T1,
127,1.577,23.704,Nov-29-2017,31,T1,
36,1.887,23.694,Nov-29-2017,31,T1,
199,1.02,23.69,Nov-29-2017,31,T1,
28,0.903,23.688,Nov-29-2017,30,T1,
87,1.709,23.687,Nov-29-2017,31,T1,
240,1.862,23.674,Nov-29-2017,31,T1,
48,2.151,23.667,Nov-29-2017,31,T1,
244,1.876,23.669,Nov-29-2017,30,T1,
253,1.538,23.668,Nov-29-2017,31,T1,
49,1.667,23.668,Nov-29-2017,31,T1,
140,1.279,23.66,Nov-29-2017,31,T1,
277,0.621,23.659,Nov-29-2017,31,T1,
235,1.46,23.649,Nov-29-2017,31,T1,
58,1.077,23.635,Nov-29-2017,31,T1,
146,2.746,23.621,Nov-29-2017,30,T1,
196,1.512,23.618,Nov-29-2017,30,T1,
16,2.13,23.633,Nov-29-2017,31,T1,
263,1.264,23.612,Nov-29-2017,31,T1,
106,0.862,23.591,Nov-29-2017,31,T1,
158,1.16,23.562,Nov-29-2017,31,T1,
116,2.014,23.555,Nov-29-2017,31,T1,
10,3.429,23.555,Nov-29-2017,30,T1,
8,4.351,23.551,Nov-29-2017,31,T1,25% bleach
40,1.681,23.51,Nov-29-2017,31,T1,
46,0.851,23.504,Nov-29-2017,31,T1,
133,3.396,23.518,Nov-29-2017,31,T1,
234,6.403,23.488,Nov-29-2017,31,T1,
54,1.479,23.489,Nov-29-2017,31,T1,
187,3.566,23.476,Nov-29-2017,31,T1,
68,1.578,23.463,Nov-29-2017,31,T1,
283,0.912,23.433,Nov-29-2017,30,T1,
225,1.215,23.439,Nov-29-2017,31,T1,
