frag.id,mass.g,temp.c,date,days,time.point,notes
117,1.907,24.447,Oct-29-2017,0,T0,
223,1.958,24.43,Oct-29-2017,0,T0,
73,4.514,24.411,Oct-29-2017,0,T0,
84,2.729,24.405,Oct-29-2017,0,T0,
70,3.502,24.39,Oct-29-2017,0,T0,
54,1.474,24.362,Oct-29-2017,0,T0,
86,3.886,24.369,Oct-29-2017,0,T0,
85,2.823,24.349,Oct-29-2017,0,T0,
76,2.779,24.33,Oct-29-2017,0,T0,
55,1.118,24.389,Oct-29-2017,0,T0,
254,2.091,24.272,Oct-29-2017,0,T0,
126,2.27,24.269,Oct-29-2017,0,T0,
219,2.341,24.242,Oct-29-2017,0,T0,
103,1.294,24.24,Oct-29-2017,0,T0,
113,2.254,24.953,Oct-29-2017,0,T0,
59,1.681,24.963,Oct-29-2017,0,T0,
116,1.993,24.946,Oct-29-2017,0,T0,
206,1.995,24.935,Oct-29-2017,0,T0,
58,1.078,24.912,Oct-29-2017,0,T0,
75,1.903,24.874,Oct-29-2017,0,T0,
82,2.787,24.872,Oct-29-2017,0,T0,
68,1.578,24.842,Oct-29-2017,0,T0,
81,1.561,24.817,Oct-29-2017,0,T0,
13,2.042,24.785,Oct-29-2017,0,T0,
80,1.253,24.782,Oct-29-2017,0,T0,
208,6.496,24.761,Oct-29-2017,0,T0,
57,0.82,24.748,Oct-29-2017,0,T0,
21,2.364,24.718,Oct-29-2017,0,T0,
12,1.143,24.704,Oct-29-2017,0,T0,
74,1.251,24.682,Oct-29-2017,0,T0,
79,1.686,24.662,Oct-29-2017,0,T0,
69,2.26,24.641,Oct-29-2017,0,T0,
83,2.244,24.629,Oct-29-2017,0,T0,
78,2.489,24.608,Oct-29-2017,0,T0,
88,2.162,24.581,Oct-29-2017,0,T0,
161,1.374,24.58,Oct-29-2017,0,T0,
87,1.697,24.561,Oct-29-2017,0,T0,
204,2.218,24.54,Oct-29-2017,0,T0,
89,1.099,24.525,Oct-29-2017,0,T0,
225,1.21,24.325,Oct-29-2017,0,T0,
17,4.339,24.313,Oct-29-2017,0,T0,
221,2.123,24.288,Oct-29-2017,0,T0,
128,2.063,24.266,Oct-29-2017,0,T0,
56,3.939,24.253,Oct-29-2017,0,T0,
272,1.879,24.238,Oct-29-2017,0,T0,
16,2.122,24.233,Oct-29-2017,0,T0,
277,0.614,26.442,Oct-29-2017,0,T0,
212,1.894,26.419,Oct-29-2017,0,T0,
220,2.366,26.44,Oct-29-2017,0,T0,
203,2.687,26.435,Oct-29-2017,0,T0,
48,2.132,26.424,Oct-29-2017,0,T0,
210,1.507,26.415,Oct-29-2017,0,T0,
201,1.655,26.391,Oct-29-2017,0,T0,
106,0.863,26.392,Oct-29-2017,0,T0,
105,2.207,26.372,Oct-29-2017,0,T0,
213,1.188,26.366,Oct-29-2017,0,T0,
276,1.093,26.351,Oct-29-2017,0,T0,
26,1.097,26.34,Oct-29-2017,0,T0,
247,2.033,26.332,Oct-29-2017,0,T0,
46,0.848,26.32,Oct-29-2017,0,T0,
127,1.564,26.3,Oct-29-2017,0,T0,
29,2.122,26.28,Oct-29-2017,0,T0,
33,1.771,26.277,Oct-29-2017,0,T0,
15,2.622,26.248,Oct-29-2017,0,T0,
200,2.226,26.279,Oct-29-2017,0,T0,
1,1.233,26.048,Oct-29-2017,0,T0,
104,2.013,26.03,Oct-29-2017,0,T0,
2,1.331,26.012,Oct-29-2017,0,T0,
199,1.017,26.003,Oct-29-2017,0,T0,
3,1.196,25.978,Oct-29-2017,0,T0,
27,1.802,25.973,Oct-29-2017,0,T0,
222,3.254,25.963,Oct-29-2017,0,T0,
245,2.62,25.943,Oct-29-2017,0,T0,
114,0.684,25.943,Oct-29-2017,0,T0,
118,0.491,25.931,Oct-29-2017,0,T0,
240,1.84,25.918,Oct-29-2017,0,T0,
4,1.047,25.912,Oct-29-2017,0,T0,
97,2.235,25.899,Oct-29-2017,0,T0,
248,3.185,25.864,Oct-29-2017,0,T0,
45,1.076,25.888,Oct-29-2017,0,T0,
115,3.474,25.881,Oct-29-2017,0,T0,
108,0.683,25.869,Oct-29-2017,0,T0,
124,1.952,25.873,Oct-29-2017,0,T0,
198,1.259,25.855,Oct-29-2017,0,T0,
110,1.674,25.841,Oct-29-2017,0,T0,
120,1.038,25.836,Oct-29-2017,0,T0,
218,1.906,25.816,Oct-29-2017,0,T0,
102,1.835,25.828,Oct-29-2017,0,T0,
111,2.332,25.822,Oct-29-2017,0,T0,
112,1.316,25.809,Oct-29-2017,0,T0,
107,1.425,25.808,Oct-29-2017,0,T0,
109,2.608,25.626,Oct-29-2017,0,T0,
34,1.193,25.611,Oct-29-2017,0,T0,
153,1.83,25.592,Oct-29-2017,0,T0,
205,2.856,25.58,Oct-29-2017,0,T0,
224,2.856,25.582,Oct-29-2017,0,T0,
241,2.527,25.578,Oct-29-2017,0,T0,
123,1.305,25.551,Oct-29-2017,0,T0,
238,2.615,25.563,Oct-29-2017,0,T0,
202,1.65,25.521,Oct-29-2017,0,T0,
275,1.85,25.538,Oct-29-2017,0,T0,
265,0.762,25.516,Oct-30-2017,1,T0,
150,1.082,25.5,Oct-30-2017,1,T0,
28,0.898,25.492,Oct-30-2017,1,T0,
156,2.096,25.481,Oct-30-2017,1,T0,
243,1.205,25.463,Oct-30-2017,1,T0,
155,1.732,25.462,Oct-30-2017,1,T0,
157,1.714,25.44,Oct-30-2017,1,T0,
261,4.028,25.435,Oct-30-2017,1,T0,
151,0.994,25.432,Oct-30-2017,1,T0,
146,2.721,25.433,Oct-30-2017,1,T0,
154,2.191,25.391,Oct-30-2017,1,T0,
273,3.068,25.379,Oct-30-2017,1,T0,
148,0.998,25.377,Oct-30-2017,1,T0,
274,2.871,25.362,Oct-30-2017,1,T0,
262,1.597,25.355,Oct-30-2017,1,T0,
32,1.182,25.353,Oct-30-2017,1,T0,
242,1.094,25.243,Oct-30-2017,1,T0,
244,1.85,25.249,Oct-30-2017,1,T0,
270,1.602,25.274,Oct-30-2017,1,T0,
260,1.808,25.284,Oct-30-2017,1,T0,
268,2.014,25.268,Oct-30-2017,1,T0,
149,1.084,25.283,Oct-30-2017,1,T0,
271,2.704,25.268,Oct-30-2017,1,T0,
283,0.913,25.269,Oct-30-2017,1,T0,
147,1.61,25.284,Oct-30-2017,1,T0,
257,2.831,25.295,Oct-30-2017,1,T0,
14,2.681,25.274,Oct-30-2017,1,T0,
269,1.752,25.291,Oct-30-2017,1,T0,
196,1.507,25.304,Oct-30-2017,1,T0,
6,1.81,25.3,Oct-30-2017,1,T0,
191,2.588,25.317,Oct-30-2017,1,T0,
259,2.856,25.313,Oct-30-2017,1,T0,
10,3.426,25.31,Oct-30-2017,1,T0,
192,2.278,25.309,Oct-30-2017,1,T0,
256,1.476,25.304,Oct-30-2017,1,T0,
258,2.604,25.309,Oct-30-2017,1,T0,
