Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\gatescorallab\Desktop\mariah\TaqMan_Std.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
F2,283,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F3,263,C,UNKNOWN,VIC,NFQ-MGB,27.08407211,26.85736084,0.320619494,,,,FALSE,0.01,FALSE,6,20,,N,Y
F3,263,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F4,263,C,UNKNOWN,VIC,NFQ-MGB,26.63064766,26.85736084,0.320619494,,,,FALSE,0.01,FALSE,6,20,,N,Y
F4,263,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F5,249,C,UNKNOWN,VIC,NFQ-MGB,24.80949593,24.69717026,0.158851132,,,,FALSE,0.01,FALSE,6,20,,N,Y
F5,249,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F6,249,C,UNKNOWN,VIC,NFQ-MGB,24.5848465,24.69717026,0.158851132,,,,FALSE,0.01,FALSE,6,20,,N,Y
F6,249,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F7,244,C,UNKNOWN,VIC,NFQ-MGB,26.85122299,27.3068943,0.644416571,,,,FALSE,0.01,FALSE,6,20,,Y,Y
F7,244,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
F8,244,C,UNKNOWN,VIC,NFQ-MGB,27.76256561,27.3068943,0.644416571,,,,FALSE,0.01,FALSE,6,20,,Y,N
F8,244,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,N
F9,267,C,UNKNOWN,VIC,NFQ-MGB,29.55283737,29.48600769,0.094510093,,,,FALSE,0.01,FALSE,6,20,,N,N
F9,267,D,UNKNOWN,FAM,NFQ-MGB,25.46892166,25.36101341,0.15260531,,,,FALSE,0.01,FALSE,6,20,,N,N
F10,267,C,UNKNOWN,VIC,NFQ-MGB,29.41917992,29.48600769,0.094510093,,,,FALSE,0.01,FALSE,6,20,,N,N
F10,267,D,UNKNOWN,FAM,NFQ-MGB,25.25310516,25.36101341,0.15260531,,,,FALSE,0.01,FALSE,6,20,,N,N
F11,,,,,,,,,,,,,,,,,,N,N
F12,,,,,,,,,,,,,,,,,,N,N
G1,,,,,,,,,,,,,,,,,,N,N
G2,,,,,,,,,,,,,,,,,,N,N
G3,,,,,,,,,,,,,,,,,,N,N
G4,,,,,,,,,,,,,,,,,,N,N
G5,,,,,,,,,,,,,,,,,,N,N
G6,,,,,,,,,,,,,,,,,,N,N
G7,,,,,,,,,,,,,,,,,,N,N
G8,,,,,,,,,,,,,,,,,,N,N
G9,,,,,,,,,,,,,,,,,,N,N
G10,,,,,,,,,,,,,,,,,,N,N
G11,,,,,,,,,,,,,,,,,,N,N
G12,,,,,,,,,,,,,,,,,,N,N
H1,,,,,,,,,,,,,,,,,,N,N
H2,268,C,UNKNOWN,VIC,NFQ-MGB,31.10987663,31.12569046,0.022365479,,,,FALSE,0.01,FALSE,6,20,,N,N
H2,268,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,N
H3,268,C,UNKNOWN,VIC,NFQ-MGB,31.1415062,31.12569046,0.022365479,,,,FALSE,0.01,FALSE,6,20,,N,N
H3,268,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,N
H4,51,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
H4,51,D,UNKNOWN,FAM,NFQ-MGB,36.99497604,37.57427979,0.819261909,,,,FALSE,0.01,FALSE,6,20,,Y,Y
H5,51,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
H5,51,D,UNKNOWN,FAM,NFQ-MGB,38.15358734,37.57427979,0.819261909,,,,FALSE,0.01,FALSE,6,20,,Y,Y
H6,,,,,,,,,,,,,,,,,,N,N
H7,,,,,,,,,,,,,,,,,,N,N
H8,,,,,,,,,,,,,,,,,,N,N
H9,,,,,,,,,,,,,,,,,,N,N
H10,POS,C,UNKNOWN,VIC,NFQ-MGB,30.43553734,30.43553734,,,,,FALSE,0.01,FALSE,6,20,,N,N
H10,POS,D,UNKNOWN,FAM,NFQ-MGB,27.9271965,27.9271965,,,,,FALSE,0.01,FALSE,6,20,,N,N
H11,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
H11,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
H12,,,,,,,,,,,,,,,,,,N,N
