Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,E:\MO_Time2(1).eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
C5,69f,C,UNKNOWN,VIC,NFQ-MGB,36.18275452,35.89435577,0.407854706,,,,FALSE,0.01,FALSE,6,20,,N,N
C5,69f,D,UNKNOWN,FAM,NFQ-MGB,31.70456123,31.69128418,0.01877659,,,,FALSE,0.01,FALSE,6,20,,N,N
C6,69f,C,UNKNOWN,VIC,NFQ-MGB,35.60596085,35.89435577,0.407854706,,,,FALSE,0.01,FALSE,6,20,,N,N
C6,69f,D,UNKNOWN,FAM,NFQ-MGB,31.67800713,31.69128418,0.01877659,,,,FALSE,0.01,FALSE,6,20,,N,N
C7,203f,C,UNKNOWN,VIC,NFQ-MGB,32.28171158,31.79963303,0.681763351,,,,FALSE,0.01,FALSE,6,20,,Y,Y
C7,203f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
C8,203f,C,UNKNOWN,VIC,NFQ-MGB,31.31755257,31.79963303,0.681763351,,,,FALSE,0.01,FALSE,6,20,,Y,N
C8,203f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,N
C9,238f,C,UNKNOWN,VIC,NFQ-MGB,27.97587013,27.94155312,0.048531592,,,,FALSE,0.01,FALSE,6,20,,N,Y
C9,238f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
