frag.id,mass.g,temp.c,date,days,time.point,notes,light.level,genotype,big.tank,tank,Dry.Weigh.g,propD,dom,mix,mortality
244,1.877,25.583,Jan-8-2018,60,T2,NA,Medium Shade,885,16,11,3.7956305583223866,0,C,C,0
244,1.876,23.669,Nov-29-2017,31,T1,,Medium Shade,885,16,11,3.793783238686077,NA,C,NA,0
245,2.639,25.736,Jan-8-2018,60,T2,NA,High Shade,885,13,3,5.336511517069026,0,C,C,0
245,2.62,25.943,Oct-29-2017,0,T0,NA,High Shade,885,13,3,5.298063825009512,0,C,C,0
245,2.633,24.02,Nov-29-2017,31,T1,,High Shade,885,13,3,5.324598543807689,NA,C,NA,NA
247,2.033,26.332,Oct-29-2017,0,T0,NA,Natural,882,17,13,4.111016327631564,0,C,C,0
247,2.122,25.199,Jan-8-2018,60,T2,NA,Natural,882,17,13,4.29110418516489,0,C,C,0
247,2.063,24.656,Nov-29-2017,31,T1,,Natural,882,17,13,4.171849062853642,NA,C,NA,0
248,3.205,23.735,Nov-29-2017,31,T1,,Low Shade,882,14,6,6.481373115012087,NA,C,NA,0
248,3.212,25.603,Jan-8-2018,60,T2,NA,Low Shade,882,14,6,6.495236802640304,NA,C,NA,0
248,3.185,25.864,Oct-29-2017,0,T0,NA,Low Shade,882,14,6,6.440597483344366,0,C,C,0
249,1.299,24.696,Oct-29-2017,0,T0,NA,Medium Shade,882,13,4,2.6268670442876685,0,C,C,0
249,1.315,24.234,Nov-29-2017,31,T1,,Medium Shade,882,13,4,2.659252187902043,NA,C,NA,0
249,1.311,25.722,Jan-8-2018,60,T2,NA,Medium Shade,882,13,4,2.6510681920896353,0,C,C,10
251,1.933,25.795,Oct-29-2017,0,T0,NA,Natural,865,13,1,3.908852632629859,0,C,C,0
251,2.061,24.619,Nov-29-2017,31,T1,,Natural,865,13,1,4.167808327548184,NA,C,NA,0
251,2.267,25.256,Jan-8-2018,60,T2,NA,Natural,865,13,1,4.5843166025343285,0,C,C,0
253,1.543,25.599,Jan-8-2018,60,T2,NA,Medium Shade,865,16,11,3.1202214671099817,NA,C,NA,0
253,1.538,23.668,Nov-29-2017,31,T1,,Medium Shade,865,16,11,3.1102552033805924,NA,C,NA,0
253,1.524,25.837,Oct-29-2017,0,T0,NA,Medium Shade,865,16,11,3.0817824021041007,0,C,C,0
254,2.08,25.344,Jan-8-2018,60,T2,NA,High Shade,865,14,7,4.20615717647942,NA,C,NA,100
254,2.09,24.763,Nov-29-2017,31,T1,,High Shade,865,14,7,4.226438232423334,NA,C,NA,NA
254,2.091,24.272,Oct-29-2017,0,T0,NA,High Shade,865,14,7,4.2285104467466486,0,C,C,5
256,1.476,25.304,Oct-30-2017,1,T0,NA,Natural,901,16,9,2.9847567186823634,0,C,C,0
256,1.823,25.637,Jan-8-2018,60,T2,NA,Natural,901,16,9,3.686428079479557,0,C,C,0
256,1.582,23.752,Nov-29-2017,31,T1,,Natural,901,16,9,3.1992287276747065,NA,C,NA,0
257,2.831,25.295,Oct-30-2017,1,T0,NA,Low Shade,901,13,2,5.724829337803754,0,C,C,0
257,3.104,25.107,Jan-8-2018,60,T2,NA,Low Shade,901,13,2,6.276916544977712,0,C,C,0
257,2.929,24.483,Nov-29-2017,31,T1,,Low Shade,901,13,2,5.9231201216311815,NA,C,NA,0
258,2.604,25.309,Oct-30-2017,1,T0,NA,Medium Shade,901,14,8,5.2657896743039725,0,C,C,0
258,2.634,23.592,Nov-29-2017,31,T1,,Medium Shade,901,14,8,5.326675677357563,NA,C,NA,NA
258,2.658,25.517,Jan-8-2018,60,T2,NA,Medium Shade,901,14,8,5.374961143658807,0,C,C,0
259,2.922,26.335,Jan-8-2018,60,T2,NA,High Shade,901,17,16,5.908700856242951,0,C,C,0
259,2.91,24.065,Nov-29-2017,31,T1,,High Shade,901,17,16,5.884756922333968,NA,C,NA,0
259,2.856,25.313,Oct-30-2017,1,T0,NA,High Shade,901,17,16,5.775381666911906,0,C,C,5
260,2.058,25.3,Jan-8-2018,60,T2,NA,Natural,887,17,13,4.161673386823816,0,C,C,0
260,1.907,24.579,Nov-29-2017,31,T1,,Natural,887,17,13,3.856389197749231,NA,C,NA,0
260,1.808,25.284,Oct-30-2017,1,T0,NA,Natural,887,17,13,3.656126522609655,NA,C,NA,0
261,4.028,25.435,Oct-30-2017,1,T0,NA,Low Shade,887,14,6,8.145367290513974,0,C,C,0
261,4.14,25.58,Jan-8-2018,60,T2,NA,Low Shade,887,14,6,8.371822934077034,0,C,C,0
261,4.109,23.797,Nov-29-2017,31,T1,,Low Shade,887,14,6,8.309492163548104,NA,C,NA,0
262,1.597,25.355,Oct-30-2017,1,T0,NA,Medium Shade,887,13,4,3.229438091728404,0,C,C,0
262,1.606,25.676,Jan-8-2018,60,T2,NA,Medium Shade,887,13,4,3.247612689167313,NA,C,NA,0
262,1.606,24.267,Nov-29-2017,31,T1,,Medium Shade,887,13,4,3.2477229053150385,NA,C,NA,0
263,1.264,23.612,Nov-29-2017,31,T1,,High Shade,887,16,12,2.556155966251276,NA,C,NA,0
263,1.261,25.744,Oct-29-2017,0,T0,NA,High Shade,887,16,12,2.5499582136614847,0,C,C,0
263,1.267,25.376,Jan-8-2018,60,T2,NA,High Shade,887,16,12,2.5621139588002078,0,C,C,0
265,0.766,24.067,Nov-29-2017,31,T1,,High Shade,894,17,16,1.5490459056578072,NA,C,NA,0
265,0.762,25.516,Oct-30-2017,1,T0,NA,High Shade,894,17,16,1.5409031189408635,NA,C,NA,5
265,0.778,26.323,Jan-8-2018,60,T2,NA,High Shade,894,17,16,1.5732274455008248,NA,C,NA,90
268,2.014,25.268,Oct-30-2017,1,T0,NA,High Shade,883,13,3,4.072700030233122,0,C,C,0
268,2.036,25.681,Jan-8-2018,60,T2,NA,High Shade,883,13,3,4.117147346549135,NA,C,NA,0
268,2.028,24.342,Nov-29-2017,31,T1,,High Shade,883,13,3,4.101102215548311,NA,C,NA,0
269,1.821,23.932,Nov-29-2017,31,T1,,Natural,883,16,9,3.6825349370203226,NA,C,NA,0
269,1.752,25.291,Oct-30-2017,1,T0,NA,Natural,883,16,9,3.5428830682828556,0,C,C,0
269,1.909,25.65,Jan-8-2018,60,T2,NA,Natural,883,16,9,3.860334064420765,0,C,C,0
270,1.622,24.484,Nov-29-2017,31,T1,,Low Shade,883,17,14,3.2800616612986313,NA,C,NA,0
270,1.602,25.274,Oct-30-2017,1,T0,NA,Low Shade,883,17,14,3.239555365145287,0,C,C,0
270,1.651,26.723,Jan-8-2018,60,T2,NA,Low Shade,883,17,14,3.3385263089163293,0,C,C,0
271,2.722,23.597,Nov-29-2017,31,T1,,Medium Shade,883,14,8,5.504635326072831,NA,C,NA,NA
271,2.704,25.268,Oct-30-2017,1,T0,NA,Medium Shade,883,14,8,5.468014340491739,0,C,C,0
271,2.734,25.506,Jan-8-2018,60,T2,NA,Medium Shade,883,14,8,5.528648480530468,0,C,C,0
272,1.879,24.238,Oct-29-2017,0,T0,NA,Medium Shade,869,14,8,3.7997980074885898,0,C,C,0
272,1.899,25.545,Jan-8-2018,60,T2,NA,Medium Shade,869,14,8,3.840122018863083,0,C,C,30
272,1.884,23.57,Nov-29-2017,31,T1,,Medium Shade,869,14,8,3.8099704973471398,NA,C,NA,NA
273,3.068,25.379,Oct-30-2017,1,T0,NA,High Shade,869,17,16,6.2040766041783595,0,C,C,5
273,3.066,26.247,Jan-8-2018,60,T2,NA,High Shade,869,17,16,6.199902549458025,NA,C,NA,20
273,3.076,24.112,Nov-29-2017,31,T1,,High Shade,869,17,16,6.2204439212612925,NA,C,NA,0
274,4.216,25.645,Jan-8-2018,60,T2,NA,Natural,869,16,9,8.525495220686869,0,C,C,0
274,3.871,25.362,Oct-30-2017,1,T0,NA,Natural,869,16,9,7.827897773919921,0,C,C,0
274,4.006,23.833,Nov-29-2017,31,T1,,Natural,869,16,9,8.101191715940988,NA,C,NA,0
275,1.85,25.538,Oct-29-2017,0,T0,NA,Low Shade,869,13,2,3.7410357730543424,0,C,C,5
275,1.876,24.452,Nov-29-2017,31,T1,,Low Shade,869,13,2,3.7937117250835297,NA,C,NA,5
275,1.911,25.094,Jan-8-2018,60,T2,NA,Low Shade,869,13,2,3.864430178348693,0,C,C,5
276,1.094,24.084,Nov-29-2017,31,T1,95% dead,High Shade,900,13,3,2.212344030308732,NA,C,NA,NA
276,1.093,26.351,Oct-29-2017,0,T0,NA,High Shade,900,13,3,2.210201076414857,NA,C,NA,NA
277,0.621,23.659,Nov-29-2017,31,T1,,Medium Shade,900,16,11,1.2558315342698823,NA,C,NA,5
277,0.614,26.442,Oct-29-2017,0,T0,NA,Medium Shade,900,16,11,1.241592391857787,NA,C,NA,5
277,0.625,25.596,Jan-8-2018,60,T2,NA,Medium Shade,900,16,11,1.263861670707524,0,C,C,5
278,0.89,24.848,Oct-29-2017,0,T0,NA,Low Shade,900,14,6,1.7997714481066145,0,C,C,0
278,0.906,23.761,Nov-29-2017,31,T1,,Low Shade,900,14,6,1.8321748415615717,NA,C,NA,0
278,0.927,25.608,Jan-8-2018,60,T2,NA,Low Shade,900,14,6,1.8745590880119973,0,C,C,0
279,1.756,25.322,Jan-8-2018,60,T2,NA,Natural,900,17,13,3.5509691905765557,NA,C,NA,0
279,1.453,24.784,Oct-29-2017,0,T0,NA,Natural,900,17,13,2.938283084154012,0,C,C,0
279,1.536,24.63,Nov-29-2017,31,T1,,Natural,900,17,13,3.106138716791346,NA,C,NA,0
280,2.004,24.571,Nov-29-2017,31,T1,,Natural,853,13,1,4.052546114897768,NA,C,NA,0
280,1.907,24.76,Oct-29-2017,0,T0,NA,Natural,853,13,1,3.8563723883022742,NA,C,NA,0
280,2.191,25234,Jan-8-2018,60,T2,NA,Natural,853,13,1,4.947900169961512,0,C,C,0
283,0.913,25.269,Oct-30-2017,1,T0,NA,High Shade,858,16,12,1.846263673301269,0,C,C,0
283,0.912,23.433,Nov-29-2017,31,T1,,High Shade,858,16,12,1.844323009862945,NA,C,NA,0
283,0.917,25.381,Jan-8-2018,60,T2,NA,High Shade,858,16,12,1.854347448473895,0,C,C,0
288,3.055,26.583,Jan-8-2018,60,T2,NA,Medium Shade,853,17,15,6.177608901030108,0,C,C,0
288,3.048,24.289,Nov-29-2017,31,T1,,Medium Shade,853,17,15,6.163794627565933,NA,C,NA,0
288,3.044,25.722,Oct-29-2017,0,T0,NA,Medium Shade,853,17,15,6.155493193532304,0,C,C,0
134,NA,NA,NA,0,T0,NA,Natural,878,16,9,NA,NA,D,NA,NA
135,NA,NA,NA,0,T0,NA,Low Shade,878,13,9,NA,NA,D,NA,NA
137,NA,NA,NA,0,T0,NA,High Shade,878,17,26,NA,NA,D,NA,NA
195,NA,NA,NA,0,T0,NA,Low Shade,858,13,2,NA,NA,C,NA,0
